;City;Gender;variable;value;Numb
1765;Osmaniye-80;F;-65.69;9100;9100
1766;Rize-53;F;-65.69;7215;7215
1767;Sakarya-54;F;-65.69;18647;18647
1768;Samsun-55;F;-65.69;29070;29070
1769;Şanlıurfa-63;F;-65.69;15426;15426
1770;Siirt-56;F;-65.69;3123;3123
1771;Sinop-57;F;-65.69;6556;6556
1772;Şırnak-73;F;-65.69;3389;3389
1773;Sivas-58;F;-65.69;13831;13831
1774;Tekirdağ-59;F;-65.69;18552;18552
1775;Tokat-60;F;-65.69;15200;15200
1776;Trabzon-61;F;-65.69;16653;16653
1777;Tunceli-62;F;-65.69;1956;1956
1778;Uşak-64;F;-65.69;8035;8035
1779;Van-65;F;-65.69;9542;9542
1780;Yalova-77;F;-65.69;5976;5976
1781;Yozgat-66;F;-65.69;10148;10148
1782;Zonguldak-67;F;-65.69;15055;15055
1783;Adana-1;M;-70.74;22956;-22956
1784;Adıyaman-2;M;-70.74;5689;-5689
1785;Afyonkarahisar-3;M;-70.74;9649;-9649
1786;Ağrı-4;M;-70.74;3118;-3118
1787;Aksaray-68;M;-70.74;5150;-5150
1788;Amasya-5;M;-70.74;6113;-6113
1789;Ankara-6;M;-70.74;57547;-57547
1790;Antalya-7;M;-70.74;26614;-26614
1791;Ardahan-75;M;-70.74;1613;-1613
1792;Artvin-8;M;-70.74;3050;-3050
1793;Aydın-9;M;-70.74;17853;-17853
1794;Balıkesir-10;M;-70.74;23089;-23089
1795;Bartın-74;M;-70.74;3680;-3680
1796;Batman-72;M;-70.74;2846;-2846
1797;Bayburt-69;M;-70.74;1105;-1105
1798;Bilecik-11;M;-70.74;2760;-2760
1799;Bingöl-12;M;-70.74;2283;-2283
1800;Bitlis-13;M;-70.74;2069;-2069
1801;Bolu-14;M;-70.74;4922;-4922
1802;Burdur-15;M;-70.74;4495;-4495
1803;Bursa-16;M;-70.74;33762;-33762
1804;Çanakkale-17;M;-70.74;10042;-10042
1805;Çankırı-18;M;-70.74;3750;-3750
1806;Çorum-19;M;-70.74;9957;-9957
1807;Denizli-20;M;-70.74;13552;-13552
1808;Diyarbakır-21;M;-70.74;9493;-9493
1809;Düzce-81;M;-70.74;4862;-4862
1810;Edirne-22;M;-70.74;7099;-7099
1811;Elazığ-23;M;-70.74;6696;-6696
1812;Erzincan-24;M;-70.74;3384;-3384
1813;Erzurum-25;M;-70.74;8139;-8139
1814;Eskişehir-26;M;-70.74;12071;-12071
1815;Gaziantep-27;M;-70.74;14424;-14424
1816;Giresun-28;M;-70.74;7366;-7366
1817;Gümüşhane-29;M;-70.74;2055;-2055
1818;Hakkari-30;M;-70.74;1069;-1069
1819;Hatay-31;M;-70.74;14958;-14958
1820;Iğdır-76;M;-70.74;1698;-1698
1821;Isparta-32;M;-70.74;6597;-6597
1822;İstanbul-34;M;-70.74;125966;-125966
1823;İzmir-35;M;-70.74;60345;-60345
1824;Kahramanmaraş-46;M;-70.74;12227;-12227
1825;Karabük-78;M;-70.74;4004;-4004
1826;Karaman-70;M;-70.74;3216;-3216
1827;Kars-36;M;-70.74;3116;-3116
1828;Kastamonu-37;M;-70.74;8250;-8250
1829;Kayseri-38;M;-70.74;15252;-15252
1830;Kilis-79;M;-70.74;1421;-1421
1831;Kırıkkale-71;M;-70.74;4171;-4171
1832;Kırklareli-39;M;-70.74;5880;-5880
1833;Kırşehir-40;M;-70.74;3362;-3362
1834;Kocaeli-41;M;-70.74;17967;-17967
1835;Konya-42;M;-70.74;26013;-26013
1836;Kütahya-43;M;-70.74;8959;-8959
1837;Malatya-44;M;-70.74;9767;-9767
1838;Manisa-45;M;-70.74;19567;-19567
1839;Mardin-47;M;-70.74;5037;-5037
1840;Mersin-33;M;-70.74;21501;-21501
1841;Muğla-48;M;-70.74;15115;-15115
1842;Muş-49;M;-70.74;2423;-2423
1843;Nevşehir-50;M;-70.74;4288;-4288
1844;Niğde-51;M;-70.74;4459;-4459
1845;Ordu-52;M;-70.74;12832;-12832
1846;Osmaniye-80;M;-70.74;5672;-5672
1847;Rize-53;M;-70.74;4662;-4662
1848;Sakarya-54;M;-70.74;12630;-12630
1849;Samsun-55;M;-70.74;19050;-19050
1850;Şanlıurfa-63;M;-70.74;9534;-9534
1851;Siirt-56;M;-70.74;1856;-1856
1852;Sinop-57;M;-70.74;5131;-5131
1853;Şırnak-73;M;-70.74;1812;-1812
1854;Sivas-58;M;-70.74;10159;-10159
1855;Tekirdağ-59;M;-70.74;11057;-11057
1856;Tokat-60;M;-70.74;10394;-10394
1857;Trabzon-61;M;-70.74;10924;-10924
1858;Tunceli-62;M;-70.74;1317;-1317
1859;Uşak-64;M;-70.74;5358;-5358
1860;Van-65;M;-70.74;5500;-5500
1861;Yalova-77;M;-70.74;4056;-4056
1862;Yozgat-66;M;-70.74;6974;-6974
1863;Zonguldak-67;M;-70.74;9051;-9051
1864;Adana-1;F;-70.74;27956;27956
1865;Adıyaman-2;F;-70.74;7428;7428
1866;Afyonkarahisar-3;F;-70.74;11923;11923
1867;Ağrı-4;F;-70.74;3862;3862
1868;Aksaray-68;F;-70.74;6486;6486
1869;Amasya-5;F;-70.74;7358;7358
1870;Ankara-6;F;-70.74;71859;71859
1871;Antalya-7;F;-70.74;30116;30116
1872;Ardahan-75;F;-70.74;1895;1895
1873;Artvin-8;F;-70.74;3967;3967
1874;Aydın-9;F;-70.74;20683;20683
1875;Balıkesir-10;F;-70.74;26260;26260
1876;Bartın-74;F;-70.74;4241;4241
1877;Batman-72;F;-70.74;4383;4383
1878;Bayburt-69;F;-70.74;1291;1291
1879;Bilecik-11;F;-70.74;3487;3487
1880;Bingöl-12;F;-70.74;2925;2925
1881;Bitlis-13;F;-70.74;2896;2896
1882;Bolu-14;F;-70.74;5934;5934
1883;Burdur-15;F;-70.74;5763;5763
1884;Bursa-16;F;-70.74;41628;41628
1885;Çanakkale-17;F;-70.74;11328;11328
1886;Çankırı-18;F;-70.74;4446;4446
1887;Çorum-19;F;-70.74;12067;12067
1888;Denizli-20;F;-70.74;17043;17043
1889;Diyarbakır-21;F;-70.74;12992;12992
1890;Düzce-81;F;-70.74;5672;5672
1891;Edirne-22;F;-70.74;8324;8324
1892;Elazığ-23;F;-70.74;8391;8391
1893;Erzincan-24;F;-70.74;4162;4162
1894;Erzurum-25;F;-70.74;10340;10340
1895;Eskişehir-26;F;-70.74;15074;15074
1896;Gaziantep-27;F;-70.74;17152;17152
1897;Giresun-28;F;-70.74;9427;9427
1898;Gümüşhane-29;F;-70.74;2742;2742
1899;Hakkari-30;F;-70.74;1474;1474
1900;Hatay-31;F;-70.74;17179;17179
1901;Iğdır-76;F;-70.74;1892;1892
1902;Isparta-32;F;-70.74;8115;8115
1903;İstanbul-34;F;-70.74;160274;160274
1904;İzmir-35;F;-70.74;71740;71740
1905;Kahramanmaraş-46;F;-70.74;13188;13188
1906;Karabük-78;F;-70.74;4770;4770
1907;Karaman-70;F;-70.74;3913;3913
1908;Kars-36;F;-70.74;3527;3527
1909;Kastamonu-37;F;-70.74;10060;10060
1910;Kayseri-38;F;-70.74;18907;18907
1911;Kilis-79;F;-70.74;1729;1729
1912;Kırıkkale-71;F;-70.74;5331;5331
1913;Kırklareli-39;F;-70.74;6716;6716
1914;Kırşehir-40;F;-70.74;4458;4458
1915;Kocaeli-41;F;-70.74;20961;20961
1916;Konya-42;F;-70.74;32963;32963
1917;Kütahya-43;F;-70.74;11199;11199
1918;Malatya-44;F;-70.74;12178;12178
1919;Manisa-45;F;-70.74;23790;23790
1920;Mardin-47;F;-70.74;6847;6847
1921;Mersin-33;F;-70.74;25071;25071
1922;Muğla-48;F;-70.74;16206;16206
1923;Muş-49;F;-70.74;3085;3085
1924;Nevşehir-50;F;-70.74;5530;5530
1925;Niğde-51;F;-70.74;5635;5635
1926;Ordu-52;F;-70.74;15464;15464
1927;Osmaniye-80;F;-70.74;6696;6696
1928;Rize-53;F;-70.74;6274;6274
1929;Sakarya-54;F;-70.74;14562;14562
1930;Samsun-55;F;-70.74;22800;22800
1931;Şanlıurfa-63;F;-70.74;12533;12533
1932;Siirt-56;F;-70.74;2508;2508
1933;Sinop-57;F;-70.74;5699;5699
1934;Şırnak-73;F;-70.74;2573;2573
1935;Sivas-58;F;-70.74;12270;12270
1936;Tekirdağ-59;F;-70.74;12920;12920
1937;Tokat-60;F;-70.74;12951;12951
1938;Trabzon-61;F;-70.74;14276;14276
1939;Tunceli-62;F;-70.74;1697;1697
1940;Uşak-64;F;-70.74;6449;6449
1941;Van-65;F;-70.74;7163;7163
1942;Yalova-77;F;-70.74;4508;4508
1943;Yozgat-66;F;-70.74;8734;8734
1944;Zonguldak-67;F;-70.74;10747;10747
1945;Adana-1;M;-75.79;12559;-12559
1946;Adıyaman-2;M;-75.79;3819;-3819
1947;Afyonkarahisar-3;M;-75.79;6206;-6206
1948;Ağrı-4;M;-75.79;1856;-1856
1949;Aksaray-68;M;-75.79;2702;-2702
1950;Amasya-5;M;-75.79;3777;-3777
1951;Ankara-6;M;-75.79;34534;-34534
1952;Antalya-7;M;-75.79;16793;-16793
1953;Ardahan-75;M;-75.79;1142;-1142
1954;Artvin-8;M;-75.79;2283;-2283
1955;Aydın-9;M;-75.79;11073;-11073
1956;Balıkesir-10;M;-75.79;15400;-15400
1957;Bartın-74;M;-75.79;2190;-2190
1958;Batman-72;M;-75.79;1934;-1934
1959;Bayburt-69;M;-75.79;817;-817
1960;Bilecik-11;M;-75.79;1982;-1982
1961;Bingöl-12;M;-75.79;1558;-1558
1962;Bitlis-13;M;-75.79;1464;-1464
1963;Bolu-14;M;-75.79;3450;-3450
1964;Burdur-15;M;-75.79;2954;-2954
1965;Bursa-16;M;-75.79;20747;-20747
1966;Çanakkale-17;M;-75.79;6335;-6335
1967;Çankırı-18;M;-75.79;2715;-2715
1968;Çorum-19;M;-75.79;6632;-6632
1969;Denizli-20;M;-75.79;8344;-8344
1970;Diyarbakır-21;M;-75.79;6526;-6526
1971;Düzce-81;M;-75.79;2881;-2881
1972;Edirne-22;M;-75.79;4111;-4111
1973;Elazığ-23;M;-75.79;4496;-4496
1974;Erzincan-24;M;-75.79;2238;-2238
1975;Erzurum-25;M;-75.79;5534;-5534
1976;Eskişehir-26;M;-75.79;7759;-7759
1977;Gaziantep-27;M;-75.79;8317;-8317
1978;Giresun-28;M;-75.79;5224;-5224
1979;Gümüşhane-29;M;-75.79;1483;-1483
1980;Hakkari-30;M;-75.79;759;-759
1981;Hatay-31;M;-75.79;7111;-7111
1982;Iğdır-76;M;-75.79;894;-894
1983;Isparta-32;M;-75.79;4201;-4201
1984;İstanbul-34;M;-75.79;74215;-74215
1985;İzmir-35;M;-75.79;36359;-36359
1986;Kahramanmaraş-46;M;-75.79;8032;-8032
1987;Karabük-78;M;-75.79;2580;-2580
1988;Karaman-70;M;-75.79;2153;-2153
1989;Kars-36;M;-75.79;1923;-1923
1990;Kastamonu-37;M;-75.79;5682;-5682
1991;Kayseri-38;M;-75.79;9301;-9301
1992;Kilis-79;M;-75.79;877;-877
1993;Kırıkkale-71;M;-75.79;2589;-2589
1994;Kırklareli-39;M;-75.79;3503;-3503
1995;Kırşehir-40;M;-75.79;1996;-1996
1996;Kocaeli-41;M;-75.79;10501;-10501
1997;Konya-42;M;-75.79;15272;-15272
1998;Kütahya-43;M;-75.79;6033;-6033
1999;Malatya-44;M;-75.79;6347;-6347
2000;Manisa-45;M;-75.79;11887;-11887
2001;Mardin-47;M;-75.79;3636;-3636
2002;Mersin-33;M;-75.79;12790;-12790
2003;Muğla-48;M;-75.79;9892;-9892
2004;Muş-49;M;-75.79;1497;-1497
2005;Nevşehir-50;M;-75.79;2618;-2618
2006;Niğde-51;M;-75.79;2800;-2800
2007;Ordu-52;M;-75.79;8748;-8748
2008;Osmaniye-80;M;-75.79;3247;-3247
2009;Rize-53;M;-75.79;3209;-3209
2010;Sakarya-54;M;-75.79;7230;-7230
2011;Samsun-55;M;-75.79;12110;-12110
2012;Şanlıurfa-63;M;-75.79;5705;-5705
2013;Siirt-56;M;-75.79;1170;-1170
2014;Sinop-57;M;-75.79;3477;-3477
2015;Şırnak-73;M;-75.79;1298;-1298
2016;Sivas-58;M;-75.79;6961;-6961
2017;Tekirdağ-59;M;-75.79;6332;-6332
2018;Tokat-60;M;-75.79;6772;-6772
2019;Trabzon-61;M;-75.79;7141;-7141
2020;Tunceli-62;M;-75.79;858;-858
2021;Uşak-64;M;-75.79;3514;-3514
2022;Van-65;M;-75.79;3549;-3549
2023;Yalova-77;M;-75.79;2624;-2624
2024;Yozgat-66;M;-75.79;4268;-4268
2025;Zonguldak-67;M;-75.79;5199;-5199
2026;Adana-1;F;-75.79;17199;17199
2027;Adıyaman-2;F;-75.79;4832;4832
2028;Afyonkarahisar-3;F;-75.79;8521;8521
2029;Ağrı-4;F;-75.79;2486;2486
2030;Aksaray-68;F;-75.79;3835;3835
2031;Amasya-5;F;-75.79;5218;5218
2032;Ankara-6;F;-75.79;47740;47740
2033;Antalya-7;F;-75.79;19791;19791
2034;Ardahan-75;F;-75.79;1499;1499
2035;Artvin-8;F;-75.79;3102;3102
2036;Aydın-9;F;-75.79;14136;14136
2037;Balıkesir-10;F;-75.79;19145;19145
2038;Bartın-74;F;-75.79;2779;2779
2039;Batman-72;F;-75.79;2780;2780
2040;Bayburt-69;F;-75.79;944;944
2041;Bilecik-11;F;-75.79;2838;2838
2042;Bingöl-12;F;-75.79;1946;1946
2043;Bitlis-13;F;-75.79;1824;1824
2044;Bolu-14;F;-75.79;4584;4584
2045;Burdur-15;F;-75.79;4144;4144
2046;Bursa-16;F;-75.79;28043;28043
2047;Çanakkale-17;F;-75.79;8240;8240
2048;Çankırı-18;F;-75.79;3455;3455
2049;Çorum-19;F;-75.79;8472;8472
2050;Denizli-20;F;-75.79;11367;11367
2051;Diyarbakır-21;F;-75.79;8628;8628
2052;Düzce-81;F;-75.79;3859;3859
2053;Edirne-22;F;-75.79;5471;5471
2054;Elazığ-23;F;-75.79;5779;5779
2055;Erzincan-24;F;-75.79;3167;3167
2056;Erzurum-25;F;-75.79;7167;7167
2057;Eskişehir-26;F;-75.79;10601;10601
2058;Gaziantep-27;F;-75.79;11252;11252
2059;Giresun-28;F;-75.79;7557;7557
2060;Gümüşhane-29;F;-75.79;2009;2009
2061;Hakkari-30;F;-75.79;834;834
2062;Hatay-31;F;-75.79;9433;9433
2063;Iğdır-76;F;-75.79;1104;1104
2064;Isparta-32;F;-75.79;5530;5530
2065;İstanbul-34;F;-75.79;105751;105751
2066;İzmir-35;F;-75.79;48231;48231
2067;Kahramanmaraş-46;F;-75.79;9052;9052
2068;Karabük-78;F;-75.79;3460;3460
2069;Karaman-70;F;-75.79;2706;2706
2070;Kars-36;F;-75.79;2507;2507
2071;Kastamonu-37;F;-75.79;7618;7618
2072;Kayseri-38;F;-75.79;12566;12566
2073;Kilis-79;F;-75.79;1157;1157
2074;Kırıkkale-71;F;-75.79;3393;3393
2075;Kırklareli-39;F;-75.79;4770;4770
2076;Kırşehir-40;F;-75.79;2980;2980
2077;Kocaeli-41;F;-75.79;13282;13282
2078;Konya-42;F;-75.79;21000;21000
2079;Kütahya-43;F;-75.79;7878;7878
2080;Malatya-44;F;-75.79;8437;8437
2081;Manisa-45;F;-75.79;15953;15953
2082;Mardin-47;F;-75.79;4590;4590
2083;Mersin-33;F;-75.79;16202;16202
2084;Muğla-48;F;-75.79;11557;11557
2085;Muş-49;F;-75.79;2062;2062
2086;Nevşehir-50;F;-75.79;3703;3703
2087;Niğde-51;F;-75.79;3894;3894
2088;Ordu-52;F;-75.79;11091;11091
2089;Osmaniye-80;F;-75.79;4207;4207
2090;Rize-53;F;-75.79;5008;5008
2091;Sakarya-54;F;-75.79;9671;9671
2092;Samsun-55;F;-75.79;15875;15875
2093;Şanlıurfa-63;F;-75.79;8031;8031
2094;Siirt-56;F;-75.79;1737;1737
2095;Sinop-57;F;-75.79;4568;4568
2096;Şırnak-73;F;-75.79;1626;1626
2097;Sivas-58;F;-75.79;8469;8469
2098;Tekirdağ-59;F;-75.79;8347;8347
2099;Tokat-60;F;-75.79;8275;8275
2100;Trabzon-61;F;-75.79;10654;10654
2101;Tunceli-62;F;-75.79;1119;1119
2102;Uşak-64;F;-75.79;4717;4717
2103;Van-65;F;-75.79;4244;4244
2104;Yalova-77;F;-75.79;3063;3063
2105;Yozgat-66;F;-75.79;5849;5849
2106;Zonguldak-67;F;-75.79;6993;6993
2107;Adana-1;M;-80.84;6675;-6675
2108;Adıyaman-2;M;-80.84;2250;-2250
2109;Afyonkarahisar-3;M;-80.84;3993;-3993
2110;Ağrı-4;M;-80.84;1049;-1049
2111;Aksaray-68;M;-80.84;1665;-1665
2112;Amasya-5;M;-80.84;2534;-2534
2113;Ankara-6;M;-80.84;18981;-18981
2114;Antalya-7;M;-80.84;9309;-9309
2115;Ardahan-75;M;-80.84;656;-656
2116;Artvin-8;M;-80.84;1426;-1426
2117;Aydın-9;M;-80.84;6961;-6961
2118;Balıkesir-10;M;-80.84;9034;-9034
2119;Bartın-74;M;-80.84;1116;-1116
2120;Batman-72;M;-80.84;1181;-1181
2121;Bayburt-69;M;-80.84;449;-449
2122;Bilecik-11;M;-80.84;1353;-1353
2123;Bingöl-12;M;-80.84;977;-977
2124;Bitlis-13;M;-80.84;711;-711
2125;Bolu-14;M;-80.84;2019;-2019
2126;Burdur-15;M;-80.84;2145;-2145
2127;Bursa-16;M;-80.84;11872;-11872
2128;Çanakkale-17;M;-80.84;3964;-3964
2129;Çankırı-18;M;-80.84;1484;-1484
2130;Çorum-19;M;-80.84;3708;-3708
2131;Denizli-20;M;-80.84;5343;-5343
2132;Diyarbakır-21;M;-80.84;3562;-3562
2133;Düzce-81;M;-80.84;1669;-1669
2134;Edirne-22;M;-80.84;2913;-2913
2135;Elazığ-23;M;-80.84;2710;-2710
2136;Erzincan-24;M;-80.84;1366;-1366
2137;Erzurum-25;M;-80.84;3250;-3250
2138;Eskişehir-26;M;-80.84;4659;-4659
2139;Gaziantep-27;M;-80.84;4264;-4264
2140;Giresun-28;M;-80.84;3839;-3839
2141;Gümüşhane-29;M;-80.84;972;-972
2142;Hakkari-30;M;-80.84;384;-384
2143;Hatay-31;M;-80.84;6819;-6819
2144;Iğdır-76;M;-80.84;584;-584
2145;Isparta-32;M;-80.84;2565;-2565
2146;İstanbul-34;M;-80.84;40761;-40761
2147;İzmir-35;M;-80.84;20815;-20815
2148;Kahramanmaraş-46;M;-80.84;3980;-3980
2149;Karabük-78;M;-80.84;1311;-1311
2150;Karaman-70;M;-80.84;1511;-1511
2151;Kars-36;M;-80.84;1140;-1140
2152;Kastamonu-37;M;-80.84;2821;-2821
2153;Kayseri-38;M;-80.84;4680;-4680
2154;Kilis-79;M;-80.84;552;-552
2155;Kırıkkale-71;M;-80.84;1354;-1354
2156;Kırklareli-39;M;-80.84;2325;-2325
2157;Kırşehir-40;M;-80.84;1147;-1147
2158;Kocaeli-41;M;-80.84;5694;-5694
2159;Konya-42;M;-80.84;9379;-9379
2160;Kütahya-43;M;-80.84;3530;-3530
2161;Malatya-44;M;-80.84;3736;-3736
2162;Manisa-45;M;-80.84;7367;-7367
2163;Mardin-47;M;-80.84;2429;-2429
2164;Mersin-33;M;-80.84;7287;-7287
2165;Muğla-48;M;-80.84;6243;-6243
2166;Muş-49;M;-80.84;728;-728
2167;Nevşehir-50;M;-80.84;1595;-1595
2168;Niğde-51;M;-80.84;1498;-1498
2169;Ordu-52;M;-80.84;4998;-4998
2170;Osmaniye-80;M;-80.84;1647;-1647
2171;Rize-53;M;-80.84;1767;-1767
2172;Sakarya-54;M;-80.84;4016;-4016
2173;Samsun-55;M;-80.84;6237;-6237
2174;Şanlıurfa-63;M;-80.84;3086;-3086
2175;Siirt-56;M;-80.84;662;-662
2176;Sinop-57;M;-80.84;1927;-1927
2177;Şırnak-73;M;-80.84;778;-778
2178;Sivas-58;M;-80.84;3361;-3361
2179;Tekirdağ-59;M;-80.84;3906;-3906
2180;Tokat-60;M;-80.84;3933;-3933
2181;Trabzon-61;M;-80.84;4005;-4005
2182;Tunceli-62;M;-80.84;776;-776
2183;Uşak-64;M;-80.84;2130;-2130
2184;Van-65;M;-80.84;1736;-1736
2185;Yalova-77;M;-80.84;1444;-1444
2186;Yozgat-66;M;-80.84;2162;-2162
2187;Zonguldak-67;M;-80.84;2867;-2867
2188;Adana-1;F;-80.84;10966;10966
2189;Adıyaman-2;F;-80.84;3150;3150
2190;Afyonkarahisar-3;F;-80.84;5718;5718
2191;Ağrı-4;F;-80.84;1505;1505
2192;Aksaray-68;F;-80.84;2636;2636
2193;Amasya-5;F;-80.84;3507;3507
2194;Ankara-6;F;-80.84;31599;31599
2195;Antalya-7;F;-80.84;12253;12253
2196;Ardahan-75;F;-80.84;766;766
2197;Artvin-8;F;-80.84;1892;1892
2198;Aydın-9;F;-80.84;10247;10247
2199;Balıkesir-10;F;-80.84;12739;12739
2200;Bartın-74;F;-80.84;1633;1633
2201;Batman-72;F;-80.84;1845;1845
2202;Bayburt-69;F;-80.84;695;695
2203;Bilecik-11;F;-80.84;1948;1948
2204;Bingöl-12;F;-80.84;1234;1234
2205;Bitlis-13;F;-80.84;1014;1014
2206;Bolu-14;F;-80.84;2876;2876
2207;Burdur-15;F;-80.84;3063;3063
2208;Bursa-16;F;-80.84;18114;18114
2209;Çanakkale-17;F;-80.84;5794;5794
2210;Çankırı-18;F;-80.84;2146;2146
2211;Çorum-19;F;-80.84;5302;5302
2212;Denizli-20;F;-80.84;8102;8102
2213;Diyarbakır-21;F;-80.84;5825;5825
2214;Düzce-81;F;-80.84;2580;2580
2215;Edirne-22;F;-80.84;4441;4441
2216;Elazığ-23;F;-80.84;3851;3851
2217;Erzincan-24;F;-80.84;1895;1895
2218;Erzurum-25;F;-80.84;4163;4163
2219;Eskişehir-26;F;-80.84;7064;7064
2220;Gaziantep-27;F;-80.84;7260;7260
2221;Giresun-28;F;-80.84;5974;5974
2222;Gümüşhane-29;F;-80.84;1389;1389
2223;Hakkari-30;F;-80.84;580;580
2224;Hatay-31;F;-80.84;7992;7992
2225;Iğdır-76;F;-80.84;812;812
2226;Isparta-32;F;-80.84;3777;3777
2227;İstanbul-34;F;-80.84;69489;69489
2228;İzmir-35;F;-80.84;32555;32555
2229;Kahramanmaraş-46;F;-80.84;6035;6035
2230;Karabük-78;F;-80.84;2047;2047
2231;Karaman-70;F;-80.84;1965;1965
2232;Kars-36;F;-80.84;1517;1517
2233;Kastamonu-37;F;-80.84;4200;4200
2234;Kayseri-38;F;-80.84;7903;7903
2235;Kilis-79;F;-80.84;833;833
2236;Kırıkkale-71;F;-80.84;2174;2174
2237;Kırklareli-39;F;-80.84;3592;3592
2238;Kırşehir-40;F;-80.84;1981;1981
2239;Kocaeli-41;F;-80.84;8227;8227
2240;Konya-42;F;-80.84;13670;13670
2241;Kütahya-43;F;-80.84;5036;5036
2242;Malatya-44;F;-80.84;5857;5857
2243;Manisa-45;F;-80.84;11295;11295
2244;Mardin-47;F;-80.84;3519;3519
2245;Mersin-33;F;-80.84;10100;10100
2246;Muğla-48;F;-80.84;7973;7973
2247;Muş-49;F;-80.84;1161;1161
2248;Nevşehir-50;F;-80.84;2572;2572
2249;Niğde-51;F;-80.84;2584;2584
2250;Ordu-52;F;-80.84;7453;7453
2251;Osmaniye-80;F;-80.84;2612;2612
2252;Rize-53;F;-80.84;3503;3503
2253;Sakarya-54;F;-80.84;6128;6128
2254;Samsun-55;F;-80.84;9840;9840
2255;Şanlıurfa-63;F;-80.84;5523;5523
2256;Siirt-56;F;-80.84;1028;1028
2257;Sinop-57;F;-80.84;2862;2862
2258;Şırnak-73;F;-80.84;1160;1160
2259;Sivas-58;F;-80.84;5055;5055
2260;Tekirdağ-59;F;-80.84;5605;5605
2261;Tokat-60;F;-80.84;5202;5202
2262;Trabzon-61;F;-80.84;6903;6903
2263;Tunceli-62;F;-80.84;827;827
2264;Uşak-64;F;-80.84;3143;3143
2265;Van-65;F;-80.84;2472;2472
2266;Yalova-77;F;-80.84;1967;1967
2267;Yozgat-66;F;-80.84;3545;3545
2268;Zonguldak-67;F;-80.84;4538;4538
2269;Adana-1;M;-85.89;3886;-3886
2270;Adıyaman-2;M;-85.89;1547;-1547
2271;Afyonkarahisar-3;M;-85.89;2249;-2249
2272;Ağrı-4;M;-85.89;557;-557
2273;Aksaray-68;M;-85.89;877;-877
2274;Amasya-5;M;-85.89;1597;-1597
2275;Ankara-6;M;-85.89;11611;-11611
2276;Antalya-7;M;-85.89;5213;-5213
2277;Ardahan-75;M;-85.89;350;-350
2278;Artvin-8;M;-85.89;1046;-1046
2279;Aydın-9;M;-85.89;3725;-3725
2280;Balıkesir-10;M;-85.89;4576;-4576
2281;Bartın-74;M;-85.89;828;-828
2282;Batman-72;M;-85.89;684;-684
2283;Bayburt-69;M;-85.89;329;-329
2284;Bilecik-11;M;-85.89;730;-730
2285;Bingöl-12;M;-85.89;602;-602
2286;Bitlis-13;M;-85.89;450;-450
2287;Bolu-14;M;-85.89;1341;-1341
2288;Burdur-15;M;-85.89;1353;-1353
2289;Bursa-16;M;-85.89;6139;-6139
2290;Çanakkale-17;M;-85.89;2055;-2055
2291;Çankırı-18;M;-85.89;1004;-1004
2292;Çorum-19;M;-85.89;2573;-2573
2293;Denizli-20;M;-85.89;3049;-3049
2294;Diyarbakır-21;M;-85.89;2234;-2234
2295;Düzce-81;M;-85.89;948;-948
2296;Edirne-22;M;-85.89;1489;-1489
2297;Elazığ-23;M;-85.89;1941;-1941
2298;Erzincan-24;M;-85.89;951;-951
2299;Erzurum-25;M;-85.89;1950;-1950
2300;Eskişehir-26;M;-85.89;2270;-2270
2301;Gaziantep-27;M;-85.89;2228;-2228
2302;Giresun-28;M;-85.89;2754;-2754
2303;Gümüşhane-29;M;-85.89;705;-705
2304;Hakkari-30;M;-85.89;194;-194
2305;Hatay-31;M;-85.89;3469;-3469
2306;Iğdır-76;M;-85.89;363;-363
2307;Isparta-32;M;-85.89;1792;-1792
2308;İstanbul-34;M;-85.89;23911;-23911
2309;İzmir-35;M;-85.89;10666;-10666
2310;Kahramanmaraş-46;M;-85.89;2935;-2935
2311;Karabük-78;M;-85.89;1024;-1024
2312;Karaman-70;M;-85.89;937;-937
2313;Kars-36;M;-85.89;714;-714
2314;Kastamonu-37;M;-85.89;2203;-2203
2315;Kayseri-38;M;-85.89;3379;-3379
2316;Kilis-79;M;-85.89;340;-340
2317;Kırıkkale-71;M;-85.89;911;-911
2318;Kırklareli-39;M;-85.89;1327;-1327
2319;Kırşehir-40;M;-85.89;770;-770
2320;Kocaeli-41;M;-85.89;3097;-3097
2321;Konya-42;M;-85.89;5459;-5459
2322;Kütahya-43;M;-85.89;2043;-2043
2323;Malatya-44;M;-85.89;2438;-2438
2324;Manisa-45;M;-85.89;3867;-3867
2325;Mardin-47;M;-85.89;1632;-1632
2326;Mersin-33;M;-85.89;4207;-4207
2327;Muğla-48;M;-85.89;3517;-3517
2328;Muş-49;M;-85.89;435;-435
2329;Nevşehir-50;M;-85.89;939;-939
2330;Niğde-51;M;-85.89;1025;-1025
2331;Ordu-52;M;-85.89;3581;-3581
2332;Osmaniye-80;M;-85.89;1119;-1119
2333;Rize-53;M;-85.89;1154;-1154
2334;Sakarya-54;M;-85.89;2380;-2380
2335;Samsun-55;M;-85.89;4203;-4203
2336;Şanlıurfa-63;M;-85.89;1663;-1663
2337;Siirt-56;M;-85.89;443;-443
2338;Sinop-57;M;-85.89;1366;-1366
2339;Şırnak-73;M;-85.89;367;-367
2340;Sivas-58;M;-85.89;2706;-2706
2341;Tekirdağ-59;M;-85.89;2019;-2019
2342;Tokat-60;M;-85.89;2209;-2209
